00:00:00,36.98,
00:00:16,36.95,
00:00:32,37.02,
00:00:48,36.95,
00:01:04,37.02,
00:01:21,36.98,
00:01:37,37.02,
00:01:54,36.95,
00:02:11,37.02,
00:02:27,36.98,
00:02:43,37.08,
00:03:00,37.05,
00:03:17,37.05,
00:03:33,37.05,
00:03:49,37.05,
00:04:05,37.05,
00:04:22,37.08,
00:04:39,37.05,
00:04:55,37.02,
00:05:11,37.02,
00:05:27,37.02,
00:05:44,37.02,
00:06:01,37.02,
00:06:17,37.05,
00:06:33,36.98,
00:06:50,36.98,
00:07:06,37.08,
00:07:23,37.08,
00:07:40,37.08,
00:07:56,37.08,
00:08:12,37.08,
00:08:29,37.05,
00:08:45,36.98,
00:09:02,37.05,
00:09:19,37.05,
00:09:35,37.02,
00:09:52,36.98,
00:10:09,37.05,
00:10:26,37.08,
00:10:43,37.02,
00:10:59,37.02,
00:11:16,37.02,
00:11:33,37.02,
00:11:49,37.02,
00:12:06,37.05,
00:12:22,37.05,
00:12:39,37.05,
00:12:55,37.12,
00:13:12,37.15,
00:13:28,36.95,
00:13:44,37.05,
00:14:00,37.02,
00:14:16,37.05,
00:14:33,37.05,
00:14:50,37.05,
00:15:06,37.02,
00:15:22,37.02,
00:15:38,36.95,
00:15:54,37.02,
00:16:10,36.98,
00:16:26,37.02,
00:16:42,37.02,
00:16:59,36.98,
00:17:15,37.02,
00:17:31,37.05,
00:17:48,37.12,
00:18:05,37.19,
00:18:22,37.19,
00:18:38,37.12,
00:18:54,37.12,
00:19:10,37.12,
00:19:27,37.12,
00:19:44,37.05,
00:20:01,37.05,
00:20:17,37.05,
00:20:33,36.98,
00:20:50,37.05,
00:21:06,37.08,
00:21:22,37.08,
00:21:38,37.08,
00:21:55,37.02,
00:22:12,37.08,
00:22:29,37.05,
00:22:46,37.08,
00:23:03,37.02,
00:23:19,37.02,
00:23:35,37.08,
00:23:52,37.12,
00:24:08,37.12,
00:24:24,37.05,
00:24:40,37.02,
00:24:56,37.08,
00:25:12,37.08,
00:25:29,37.02,
00:25:45,37.05,
00:26:01,37.05,
00:26:18,37.05,
00:26:34,37.12,
00:26:50,37.12,
00:27:07,37.12,
00:27:24,37.12,
00:27:41,37.08,
00:27:57,37.02,
00:28:14,37.08,
00:28:31,37.05,
00:28:48,37.05,
00:29:04,37.12,
00:29:21,37.15,
00:29:38,37.08,
00:29:55,37.12,
00:30:11,37.12,
00:30:27,37.19,
00:30:44,37.15,
00:31:00,37.15,
00:31:17,36.95,
00:31:33,37.02,
00:31:49,37.05,
00:32:06,37.08,
00:32:23,37.08,
00:32:40,37.08,
00:32:56,37.15,
00:33:12,37.15,
00:33:28,37.12,
00:33:44,37.12,
00:34:00,37.08,
00:34:17,37.15,
00:34:34,37.15,
00:34:51,37.12,
00:35:08,37.12,
00:35:24,37.12,
00:35:40,37.12,
00:35:57,37.08,
00:36:13,37.15,
00:36:30,37.08,
00:36:46,37.08,
00:37:03,37.05,
00:37:20,37.05,
00:37:37,37.08,
00:37:54,37.15,
00:38:10,37.15,
00:38:27,36.95,
00:38:44,37.08,
00:39:00,37.08,
00:39:17,37.15,
00:39:34,36.95,
00:39:51,37.02,
00:40:07,37.02,
00:40:24,37.02,
00:40:41,37.02,
00:40:58,36.95,
00:41:14,36.95,
00:41:31,37.02,
00:41:48,37.02,
00:42:04,37.02,
00:42:20,37.02,
00:42:37,37.02,
00:42:53,37.08,
00:43:10,37.02,
00:43:26,37.02,
00:43:43,37.02,
00:44:00,36.98,
00:44:16,37.02,
00:44:33,37.05,
00:44:50,37.02,
00:45:06,37.02,
00:45:23,37.02,
00:45:40,36.95,
00:45:56,36.95,
00:46:12,37.05,
00:46:29,37.05,
00:46:45,37.05,
00:47:01,37.05,
00:47:17,37.08,
00:47:33,37.12,
00:47:49,37.12,
00:48:06,37.19,
00:48:23,37.15,
00:48:40,37.15,
00:48:57,37.15,
00:49:14,37.08,
00:49:30,37.08,
00:49:46,37.12,
00:50:03,37.12,
00:50:19,37.08,
00:50:36,37.08,
00:50:52,37.08,
00:51:09,37.08,
00:51:25,37.02,
00:51:42,37.02,
00:51:58,36.95,
00:52:14,37.02,
00:52:31,36.95,
00:52:48,37.02,
00:53:04,37.02,
00:53:20,36.95,
00:53:37,37.02,
00:53:53,37.02,
00:54:10,37.02,
00:54:26,37.08,
00:54:42,37.15,
00:54:59,37.15,
00:55:15,37.15,
00:55:31,36.95,
00:55:48,37.08,
00:56:05,37.15,
00:56:21,37.08,
00:56:38,37.05,
00:56:54,37.05,
00:57:11,37.02,
00:57:28,37.02,
00:57:45,37.02,
00:58:02,36.95,
00:58:18,37.02,
00:58:35,37.05,
00:58:51,37.05,
00:59:07,37.02,
00:59:23,37.05,
00:59:40,36.98,
00:59:57,37.02,
01:00:13,37.02,
01:00:29,36.98,
01:00:45,37.02,
01:01:01,37.08,
01:01:17,37.08,
01:01:33,37.12,
01:01:49,37.08,
01:02:06,37.02,
01:02:23,36.95,
01:02:39,36.98,
01:02:55,37.02,
01:03:12,36.95,
01:03:28,37.02,
01:03:44,37.05,
01:04:01,37.05,
01:04:18,37.05,
01:04:34,37.05,
01:04:50,37.05,
01:05:06,37.05,
01:05:22,37.12,
01:05:38,37.12,
01:05:55,37.08,
01:06:11,37.02,
01:06:28,37.02,
01:06:44,36.98,
01:07:00,37.05,
01:07:16,37.12,
01:07:32,37.12,
01:07:48,37.12,
01:08:05,37.12,
01:08:22,37.08,
01:08:38,37.08,
01:08:55,37.02,
01:09:11,36.98,
01:09:27,37.08,
01:09:43,37.05,
01:10:00,37.05,
01:10:16,37.05,
01:10:33,37.05,
01:10:49,37.12,
01:11:05,37.19,
01:11:21,37.15,
01:11:37,37.08,
01:11:53,37.15,
01:12:10,37.15,
01:12:27,37.15,
01:12:44,37.15,
01:13:00,37.15,
01:13:16,37.15,
01:13:32,37.15,
01:13:49,36.95,
01:14:06,36.95,
01:14:22,36.98,
01:14:39,37.02,
01:14:56,36.98,
01:15:13,37.02,
01:15:29,36.98,
01:15:45,37.02,
01:16:01,37.02,
01:16:17,37.05,
01:16:33,37.02,
01:16:49,36.95,
01:17:05,36.95,
01:17:21,37.02,
01:17:38,37.08,
01:17:54,37.05,
01:18:11,36.98,
01:18:28,37.02,
01:18:45,37.08,
01:19:02,37.08,
01:19:18,37.08,
01:19:34,37.12,
01:19:50,37.19,
01:20:07,36.95,
01:20:24,37.05,
01:20:41,36.98,
01:20:57,36.98,
01:21:14,37.05,
01:21:30,37.08,
01:21:46,37.08,
01:22:02,37.15,
01:22:19,37.19,
01:22:36,37.15,
01:22:52,37.08,
01:23:09,37.05,
01:23:26,37.05,
01:23:42,37.02,
01:23:58,37.02,
01:24:15,37.05,
01:24:31,36.98,
01:24:47,37.05,
01:25:04,37.12,
01:25:20,37.15,
01:25:36,37.15,
01:25:53,37.12,
01:26:09,37.08,
01:26:26,37.08,
01:26:43,37.08,
01:26:59,37.08,
01:27:16,37.15,
01:27:33,37.08,
01:27:49,37.08,
01:28:05,37.08,
01:28:21,37.08,
01:28:37,37.08,
01:28:54,37.08,
01:29:11,37.12,
01:29:27,37.05,
01:29:43,37.05,
01:29:59,37.08,
01:30:15,37.08,
01:30:32,37.12,
01:30:49,37.12,
01:31:06,37.12,
01:31:22,37.05,
01:31:39,37.08,
01:31:55,37.05,
01:32:12,37.05,
01:32:29,36.98,
01:32:46,37.05,
01:33:03,37.08,
01:33:20,37.15,
01:33:36,37.12,
01:33:53,37.05,
01:34:10,37.08,
01:34:26,37.08,
01:34:42,37.12,
01:34:58,37.12,
01:35:14,37.08,
01:35:31,37.12,
01:35:47,37.19,
01:36:03,37.08,
01:36:19,37.15,
01:36:36,37.15,
01:36:53,37.15,
01:37:10,37.15,
01:37:27,37.15,
01:37:44,37.19,
01:38:00,37.15,
01:38:16,37.19,
01:38:33,37.15,
01:38:50,37.19,
01:39:07,37.12,
01:39:24,37.05,
